,Unnamed: 0,ID,cluster
1029,1029,8B5A6484,25
1030,1030,8Y9A2301,-1
1031,1031,8Y9A2473,24
1032,1032,1 (57),-1
1033,1033,8O4A8864,-1
1034,1034,8B5A6679,95
1035,1035,8O4A8858,16
1036,1036,8Y9A2659,78
1037,1037,8B5A6692,32
1038,1038,0B8A4806,-1
1039,1039,8Y9A2116,2
1040,1040,8Y9A2664,78
1041,1041,0B8A5265,12
1042,1042,8B5A6650,3
1043,1043,8O4A8681,3
1044,1044,8B5A6644,0
1045,1045,0B8A5271,12
1046,1046,0B8A5259,-1
1047,1047,0B8A6591,-1
1048,1048,0B8A5098,0
1049,1049,0B8A6585,-1
1050,1050,1 (9),6
1051,1051,8B5A6334,0
1052,1052,8B5A6308,0
1053,1053,0B8A6552,0
1054,1054,0B8A5729,-1
1055,1055,8Y9A2512,17
1056,1056,8Y9A1972,99
1057,1057,0B8A5661,-1
1058,1058,0B8A6340,0
1059,1059,0B8A6426,-1
1060,1060,0B8A4966,0
1061,1061,0B8A4796,-1
1062,1062,0B8A5488,-1
1063,1063,8O4A8939,-1
1064,1064,0B8A4769,97
1065,1065,0B8A5305,1
1066,1066,8B5A6718,0
1067,1067,0B8A4741,-1
1068,1068,0B8A5339,1
